rbd,prom_prioritario
3115,.72727275
2829,1
1557,.81818181
79,.66666669
12182,1
8759,.5
8979,0
8142,1
14466,.5
5363,1
8572,.54545456
25199,.25
12867,.33333334
1937,0
7443,.66666669
10254,.875
4513,.84615386
24988,.66666669
16910,1
11871,0
4372,.83333331
7511,.83333331
257,.33333334
1906,1
1282,.80000001
12130,.66666669
22096,.75
25652,.5
4867,.83333331
6478,1
8186,.85714287
1788,0
5799,.5
24718,1
24715,.5
4414,1
10900,0
6161,1
24801,1
3897,1
5766,1
25487,.40000001
24971,0
6652,.89999998
3800,.85714287
3364,.66666669
24912,.33333334
3321,.75
6721,1
24325,1
4221,.89999998
3678,.75
6139,.875
5151,.85714287
1901,.5
8036,.81818181
14217,.33333334
24678,.66666669
20158,.33333334
12025,1
3471,.89999998
3405,1
4085,.5
8966,0
8988,0
14260,.44444445
2335,.60000002
12086,0
6379,.5714286
3974,1
7622,1
20665,0
25209,1
3837,.85714287
14718,.5
3967,.80000001
9039,.2
24761,0
7726,.75
11783,0
4503,1
6487,1
4909,1
6107,.33333334
6495,1
31276,1
8288,1
31438,0
1650,.75
5083,.75
9922,.36363637
8357,.80000001
5875,.90909094
25625,.25
8278,1
7911,1
6577,1
1031,1
8263,.66666669
16783,.66666669
945,.66666669
22165,.66666669
8876,1
24670,.25
14587,.63636363
7458,1
6485,.66666669
24842,0
7083,1
20277,1
5798,.83333331
3458,1
8037,1
3982,.80000001
20299,1
9042,1
9221,.33333334
3754,.5
154,1
12015,0
15576,1
6170,1
13527,0
4946,1
3948,1
8905,.5
13378,.5
12063,.5
24798,.33333334
5203,1
731,1
8423,1
3385,1
25112,.16666667
11581,1
90,1
40014,0
2557,1
22627,0
8401,.80000001
20445,0
8000,0
7111,1
40354,.5
6716,1
7427,.66666669
5954,.66666669
3814,1
11714,1
6844,.5
1781,0
22112,1
20400,0
31265,1
9941,0
31419,0
10321,.60000002
25541,0
156,.33333334
1775,0
24506,1
14657,.5
8208,1
14508,1
12502,.60000002
31392,.33333334
24690,.2
9004,0
8909,0
24976,0
20631,1
8923,.40000001
7414,0
8950,0
14476,.5
8048,.85714287
4026,1
5404,1
12226,1
3604,1
25211,.66666669
7531,1
20484,.75
9217,0
2980,1
24699,1
5069,1
10513,.33333334
1229,.2
24719,0
20601,.66666669
14952,0
6455,1
7793,1
22639,1
31271,1
7982,.75
24985,1
8888,0
6471,1
2833,.33333334
19908,.5
3440,1
25366,0
793,.5
11547,.5
4094,1
7601,1
8997,.25
24916,.66666669
7285,.40000001
4396,1
16923,.66666669
12864,0
25172,0
26155,0
1638,0
12846,0
6903,1
591,1
3085,.80000001
358,1
2496,1
6699,.75
9038,0
12094,0
8609,.33333334
8183,1
20187,1
879,1
24979,0
3015,0
2560,1
2194,0
16815,1
12829,0
20024,1
20084,.83333331
26297,0
12550,.60000002
644,1
1238,1
3691,1
1780,.25
8022,1
4202,1
26328,0
11415,0
25611,0
24314,1
16708,.5
3914,1
16453,.5
8482,1
22098,0
2789,.66666669
12657,0
16696,1
8921,1
9035,0
31339,1
387,.75
25213,0
8095,1
8974,.66666669
12036,0
8463,0
7435,.5
14224,1
8182,.5
8303,1
40334,1
6666,1
1844,.5
24666,0
20520,0
3084,1
24817,1
40390,1
25058,0
8953,1
2637,1
22144,0
40125,0
246,1
25143,1
16978,1
12266,0
8501,1
